utc_time,lat_deg,lon_deg,alt_m,vx_mps,vy_mps,vz_mps,speed_mps,n_sat
2026-03-21T15:14:41.418Z,32.16845058314938,34.81323454021791,33.590019593946636,0.0,0.0,0.0,0.0,5
2026-03-21T15:14:42.418Z,32.16842164503425,34.813284161118375,67.17715356685221,22.07309330254793,21.049363675061613,15.165780284907669,34.063147986028596,5
2026-03-21T15:14:43.418Z,32.16858644527269,34.81326426156417,42.2844281475991,-24.21663774549961,-19.125440169125795,2.216214125044644,30.937672996003016,5
2026-03-21T15:14:44.418Z,32.168477548683065,34.81320302583808,36.807045210152864,4.769215629436076,-3.7185842441394925,-13.138037542346865,14.463101913660688,5
2026-03-21T15:14:45.418Z,,,,,,,,0
2026-03-21T15:14:46.418Z,,,,,,,,0
2026-03-21T15:14:47.418Z,,,,,,,,0
2026-03-21T15:14:48.418Z,,,,,,,,0
2026-03-21T15:14:49.418Z,,,,,,,,0
2026-03-21T15:14:50.418Z,,,,,,,,0
2026-03-21T15:14:51.418Z,,,,,,,,0
2026-03-21T15:14:52.418Z,,,,,,,,0
2026-03-21T15:14:53.418Z,,,,,,,,0
2026-03-21T15:14:54.418Z,,,,,,,,0
2026-03-21T15:14:55.418Z,32.16874621875452,34.81327718146299,50.255854891613126,-0.6972349314019084,0.28964078218930145,2.943601184820926,3.038884049705321,5
2026-03-21T15:14:56.418Z,32.16864179118704,34.81327010570583,46.888428817503154,3.1026030220091343,1.3445511041209102,-11.595182633027434,12.078171363125877,5
2026-03-21T15:14:57.418Z,32.168644823513695,34.81324994901587,62.72770017199218,11.946363341994584,5.991386654786766,8.717671767342836,15.9565068918368,6
2026-03-21T15:14:58.418Z,32.16859431561854,34.813221041055606,6.933767852373421,-34.770730432122946,-27.499212509021163,-34.446426403243095,56.14059739042425,6
2026-03-21T15:14:59.418Z,32.168746339506626,34.81335637655795,62.797267032787204,24.167408674955368,32.352748362347484,44.012503050267696,59.73160297036661,6
2026-03-21T15:15:00.418Z,32.16870564510249,34.81330054167863,35.66798182576895,-13.875076094642282,-16.062667168211192,-18.263886713888496,28.00172443058813,5
2026-03-21T15:15:01.418Z,32.16870723239062,34.813334350622426,50.14615027792752,8.164519723504782,9.561356287449598,7.8573740250431,14.826234954986806,7
2026-03-21T15:15:02.418Z,32.16883035968391,34.81320316766451,57.86174278985709,6.457770780660212,-10.58013341203332,15.665505700279027,19.976238267437825,6
2026-03-21T15:15:03.418Z,32.16865696395095,34.81332384585554,35.430565553717315,-13.682474358007312,4.3495273678563535,-28.2188357161358,31.661193629671015,5
2026-03-21T15:15:04.418Z,32.16884182534222,34.81336550649047,39.778022724203765,-8.18265597615391,-0.9038520804606378,19.667021945118904,21.32051968403277,7
2026-03-21T15:15:05.418Z,32.168839092794684,34.813274060391,50.591722873039544,12.571895704604685,-1.7635052520781755,5.500891136471182,13.835545369694405,6
2026-03-21T15:15:06.418Z,32.168731428115606,34.81326842839342,28.341324465349317,-9.941457278095186,-7.559924484230578,-21.95260248100385,25.256717655080145,7
